Date,Month,FuturePrice,Last Future,Price Move,Gross Withdrawals,Gross Withdrawals from Gas Wells,Gross Withdrawals from Oil Wells,Gross Withdrawals from Shale Gas,Gross Withdrawals from Coalbed Wells,Repressuring,Nonhydrocarbon Gases Removed from Natural Gas,Vented and Flared,Marketed Production,Plant Liquids Production (Million Cubic Feet),Dry Production,Delivered to Consumers,Residential Consumption,Deliveries to Commercial Consumers,Industrial Consumption,Vehicle Fuel Consumption,Deliveries to Electric Power Consumers,Delta Gross Withdraw,Delta Withdraws from Gas Wells,Delta Withdraw from Oil Wells,Delta Withdrawals from Shale Gas,Delta Withdrawals from Coalbed Wells,Delta Repressuring,Delta Nonhydrocarbon Gases Removed,Delta Vented and Flared,Delta Marketed Production,Delta Plant Liquids Production,Delta Dry Production,Delta Delivered to Consumers,Delta Residential Consumption,Delta Deliveries to Commercial,Delta Industrial Consumption,Delta Vehicle Fuel Consumption,Delta Deliveries to Electric Power,Imports,Pipeline Imports,Liquefied Imports,Exports,Pipeline Exports,Liquefied Exports,Working Storage,Net Withdraws,Delta Imports,Delta Pipeline Imports,Delta Liquefied Imports,Delta Exports,Delta Pipeline Exports,Delta Liquefied Exports,Delta Working Storage,Delta Net Withdraws,Non-Comm Net Stded,Delta Non-Comm Net,HDD Region 1,HDD Region 2,HDD Region 3,HDD Region 4,HDD Region 5,HDD Region 6,HDD Region 7,HDD Region 8,HDD Region 9,HDD CONUS,HDD Delta Avg Region 1,HDD Delta Avg Region 2,HDD Delta Avg Region 3,HDD Delta Avg Region 4,HDD Delta Avg Region 5,HDD Delta Avg Region 6,HDD Delta Avg Region 7,HDD Delta Avg Region 8,HDD Delta Avg Region 9,HDD Delta Avg CONUS,
1-Jan-2005,1,6.403,6.213,0.19,2035036,1505374,529662,0,105412,327700,63611,11040,1632685,75608,1557077,2396713,892345,466725,650989,1944,384710,-27769,-27375,-393,0,2000,2012,8651,3281,-41713,-3885,-37828,-116131,-70565,-39994,-29087,207,23309,405016,347187,57829,91395,85799,5597,1993943,712966,31821,27404,4416,24371,23891,481,242899,-102367,-112564,589,43.1,38.5,40.2,43.8,17.9,20.9,14.9,27.9,18.4,27.6,1.52,-0.08,-0.84,2.1,-3.38,-5.86,-2.7,-0.7,0.44,-1.12,
1-Feb-2005,2,6.103,6.403,-0.3,1870546,1373818,496728,0,93909,311210,52091,8965,1498281,69384,1428897,2094357,759126,411963,590965,1755,330547,-50297,-44208,-6089,0,-2111,682,263,1935,-53176,-4272,-48904,-264589,-98324,-65664,-57812,130,-42919,356495,302957,53538,89576,83987,5589,1564462,428561,10565,5987,4579,19771,19353,418,408705,-173968,-94943,17621,37.7,34.3,34.3,33.4,16.8,19.4,12.9,25.9,15.6,24,0.58,-0.06,-2.36,-5.08,-0.18,-2.22,-1.96,-1,-1.44,-1.4,
1-Mar-2005,3,7.323,6.103,1.22,2080504,1537205,543299,0,101491,326558,57182,9417,1687347,78140,1609208,2048169,678019,377031,604866,1944,386309,3967,-1476,5444,0,-1335,-2491,2789,1496,2173,-1864,4038,95562,86591,19943,-22284,207,11106,379650,333765,45885,96220,90634,5586,1284370,284927,30658,33806,-3148,5238,5258,-20,225959,181157,8216,103159,34.2,31.5,31.5,28.6,14.6,16.8,9,20.4,11.9,20.7,5.34,5.68,4.36,0.44,3.9,3.22,0.74,1.5,-0.46,2.76,
1-Apr-2005,4,7.12,7.323,-0.203,1979474,1476787,502687,0,100883,300895,55294,8671,1614614,74771,1539843,1585188,384163,242656,566130,1881,390358,-15841,-17587,1746,0,885,-4399,2494,670,-14606,-2577,-12030,-24558,4521,-10487,-19822,200,1030,326147,278581,47567,55538,49883,5655,1498643,-215869,1042,-462,1506,-6378,-6394,16,246188,-12811,-17373,-25589,17.3,14.3,13.8,12.8,6,6.4,2.6,13.4,10,10.1,-1.9,-1.74,-1.74,-1.78,0.5,0.28,0.32,1.92,0,-0.36,
1-May-2005,5,6.379,7.12,-0.741,2010625,1519640,490985,0,104947,287611,60681,10253,1652081,76506,1575574,1386917,247525,173748,540722,1944,422978,9292,4928,4364,0,3127,2838,5701,2882,-2128,-2028,-101,-54640,33880,766,-27357,207,-62136,333997,281369,52628,58944,55190,3754,1875151,-382780,7456,7990,-534,-2024,-3869,1845,251392,-956,-95073,-77699,13.5,9.8,8.9,7.6,2.8,3.1,1.1,6.6,4.1,5.8,4.54,3.4,2.22,1.38,1.48,1.9,0.8,0.98,-0.46,1.62,
1-Jun-2005,6,6.976,6.379,0.597,1972975,1480651,492323,0,101329,292184,58663,10384,1611743,74638,1537105,1400018,152020,135458,516522,1881,594137,7178,1672,5505,0,1836,7398,4810,2322,-7354,-2229,-5125,43752,7135,-3328,-46252,200,85997,321710,265332,56377,54807,51041,3766,2197491,-324321,-20224,-19412,-813,-9420,-9398,-22,174556,75435,-54206,40866,1.9,0.6,0.4,0.2,0.1,0,0,2.7,2.2,0.8,-0.74,-0.84,-1.3,-1.34,-0.02,-0.1,0,0.98,0.38,-0.32,
1-Jul-2005,7,7.425,6.976,0.449,1984143,1500786,483357,0,103312,286277,60002,10437,1627427,75365,1552062,1547608,122282,124649,521733,1944,777000,-35014,-27000,-8014,0,1224,-442,4528,1963,-41063,-3847,-37215,95269,-2600,-4020,-48917,207,150599,386093,332952,53141,55048,47579,7468,2450169,-256237,11442,33391,-21949,-11983,-13826,1841,55600,108124,-52938,1268,0.2,0,0.1,0.2,0,0,0,0.1,0.2,0,-0.1,-0.14,-0.08,-0.02,0,0,0,0,-0.12,-0.06,
1-Aug-2005,8,11.659,7.425,4.234,1988105,1495336,492769,0,104711,297458,61184,10049,1619414,74994,1544420,1555887,112600,123903,526148,1944,791293,-28465,-17455,-11010,0,3421,156,3979,2078,-34679,-3535,-31144,109995,-7209,-4759,-56965,207,178722,351805,308175,43630,51987,46391,5596,2662261,-214188,-8439,7435,-15874,-15504,-15496,-8,-80353,133578,-18467,34471,0.1,0,0.1,0.3,0,0,0,0.3,0.1,0,-0.32,-0.24,-0.28,-0.22,0,-0.02,0,0.06,-0.22,-0.14,
1-Sep-2005,9,12.656,11.659,0.997,1766603,1309037,457566,0,101873,297857,58077,9728,1400941,64876,1336065,1301829,118261,126731,477413,1881,577543,-142640,-115827,-26813,0,1599,-644,5748,1691,-149435,-8729,-140706,-55883,-6663,-5327,-92196,200,48103,345907,294082,51824,43824,38233,5591,2931698,-272538,1286,6499,-5214,-30615,-28733,-1883,-124852,52850,-35183,-16716,2.1,0.9,1.3,2.1,0.1,0.1,0,3.2,2.2,1,-1.34,-1.6,-2.12,-1.6,-0.52,-0.72,-0.2,0.1,0.8,-0.94,
1-Oct-2005,10,14.338,12.656,1.682,1871190,1384951,486239,0,105768,324528,60843,10197,1475622,68335,1407287,1302758,202172,162077,501875,1944,434692,-137984,-108774,-29209,0,2206,-150,5570,1397,-144801,-8595,-136205,-123788,-14245,-13065,-91534,207,-5149,366305,306729,59576,41025,35433,5592,3194104,-265991,30772,18943,11828,-20149,-20412,263,-108131,-18735,-31848,3335,13.4,10.9,12.2,12.8,4.4,6.2,2.9,10,5.7,7.9,-1.46,-1.6,-0.9,-0.68,-0.06,1.26,0.76,-0.26,-0.26,-0.44,
1-Nov-2005,11,11.736,14.338,-2.602,1901758,1409999,491759,0,101744,316312,61529,9510,1514407,70131,1444276,1529693,387025,240134,527303,1881,373351,-67468,-47250,-20219,0,848,-5258,6607,495,-69313,-5057,-64256,-118286,-20177,-16202,-79288,200,-2818,359387,301411,57977,44964,39373,5591,3189160,8401,-9298,-26095,16798,-41467,-41451,-16,-55387,-55290,-93519,-61671,23.6,20.1,23,24.3,9.9,13.4,7.5,19.5,11.7,15.8,0.1,-1.08,-0.14,-1.64,-0.28,-0.02,-1.7,-2.96,-2.78,-1.14,
1-Dec-2005,12,11.022,11.736,-0.714,1995862,1478263,517600,0,99563,330946,61938,10445,1592533,73749,1518785,2169754,771237,413844,576502,1944,406226,-27818,-13049,-14768,0,-4865,-1822,5830,2475,-34301,-3486,-30814,-6266,45634,12084,-83727,207,19536,408522,357234,51288,45272,39691,5581,2635360,552086,-4606,7745,-12350,-37377,-37360,-18,-60715,-18562,-78034,15485,37.3,35.8,40.7,41.4,20.5,26.8,18,29.8,17.1,28,2.54,2.84,4.08,3.28,0.38,1.56,-0.14,-0.38,-2.22,1.1,
1-Jan-2006,1,9.316,11.022,-1.706,1975168,1494607,480560,0,110793,290657,63660,9851,1611000,75204,1535797,2010926,713698,396993,579855,2016,318364,-59868,-10767,-49102,0,5381,-37043,49,-1189,-21685,-404,-21280,-385787,-178647,-69732,-71134,72,-66346,360316,320850,39466,55600,50022,5579,2371047,263885,-44700,-26337,-18363,-35795,-35777,-18,377104,-449081,-68320,9714,31.9,29.1,29.2,30.5,14.7,17.9,11.2,25.7,16.5,21.6,-10.02,-9.52,-11.64,-11.74,-6.12,-8.06,-6.46,-3.18,-1.74,-7.1,
1-Feb-2006,2,6.714,9.316,-2.602,1794241,1350470,443771,0,100774,275714,58066,9479,1450983,67734,1383249,1999359,702280,390067,559052,1821,346138,-76305,-23348,-52957,0,6865,-35496,5975,514,-47298,-1650,-45648,-94998,-56846,-21896,-31913,66,15591,321045,282308,38737,58766,53188,5578,1886240,485138,-35450,-20649,-14801,-30810,-30799,-11,321778,56577,-64463,3857,36.5,34.3,36.7,39,18.4,24,15.5,26,15.5,25.5,-1.02,-0.36,-0.34,0.12,1.16,2.02,-0.08,-1.62,-1.56,-0.28,
1-Mar-2006,3,7.214,6.714,0.5,1994464,1509581,484884,0,112090,290913,61779,10389,1631383,76155,1555228,1972165,625925,352874,584380,2016,406970,-86040,-27624,-58415,0,10599,-35645,4597,972,-55964,-1985,-53980,-76004,-52094,-24157,-20486,72,20661,348293,315065,33228,69434,63872,5561,1691737,199973,-31357,-18700,-12657,-26786,-26762,-25,407367,-84954,-43879,20584,29.2,26.8,27.3,26.8,11.5,14.1,6.2,21.7,18.2,19.1,-1.54,-0.98,-1.82,-2.68,-0.38,-0.7,-2.76,2.48,6.16,0.08,
1-Apr-2006,4,7.254,7.214,0.04,1908987,1458547,450440,0,106589,268139,59936,10366,1570546,73315,1497231,1543302,355496,225687,534140,1951,426027,-70487,-18240,-52247,0,5706,-32756,4642,1695,-44068,-1456,-42612,-41886,-28667,-16969,-31990,70,35669,332248,273456,58792,45181,39599,5582,1945276,-255039,6101,-5125,11225,-10357,-10284,-73,446633,-39170,-18395,25483,16.9,14.4,12.4,10.7,3.6,3.3,0.9,11.1,11.7,9,-1.76,-1.1,-2.46,-3.34,-1.86,-2.46,-1.32,-1,1.16,-1.34,
1-May-2006,5,6.123,7.254,-1.131,1956520,1518803,437717,0,111150,252797,61125,10459,1632139,76190,1555948,1390353,203512,160316,520100,2016,504409,-54105,-837,-53268,0,6203,-34814,444,206,-19942,-316,-19626,3436,-44013,-13432,-20622,72,81431,350535,283263,67271,62557,56968,5589,2309943,-367417,16538,1894,14643,3613,1778,1835,434792,15363,-14957,3438,9.2,7.2,7.5,6.1,2.1,2.4,0.3,5,4.3,4.6,-0.64,0,0.02,-0.78,0.38,0.68,-0.18,-0.98,-0.22,-0.06,
1-Jun-2006,6,6.107,6.123,-0.016,1938796,1493807,444989,0,107101,255795,57506,11433,1614061,75346,1538715,1415134,141157,134267,508098,1951,629660,-34179,13156,-47334,0,5772,-36389,-1157,1049,2318,708,1610,15116,-10863,-1191,-8424,70,35523,348095,286389,61705,65708,60110,5598,2616647,-311050,26385,21057,5328,10901,9069,1832,419156,13271,20182,35140,1.9,1.3,1,0.5,0,0,0,0.7,1.3,0.6,-0.56,0.02,-0.5,-0.74,-0.12,-0.08,0,-1.28,-0.7,-0.48,
1-Jul-2006,7,6.409,6.107,0.302,1975235,1530932,444303,0,110362,250093,63008,11821,1650313,77039,1573274,1615241,115586,121913,512194,2016,863531,-8908,30146,-39054,0,7050,-36184,3006,1384,22886,1674,21212,67633,-6696,-2736,-9539,72,86531,370925,313374,57550,58874,53267,5607,2779211,-160582,-15168,-19578,4409,3826,5688,-1861,329042,95655,25062,4880,0,0,0,0,0,0,0,0,0.4,0,-0.26,-0.1,-0.14,-0.2,0,0,0,-0.1,0.16,-0.04,
1-Aug-2006,8,6.816,6.409,0.407,1989430,1531447,457983,0,111137,260969,62477,9951,1656034,77306,1578728,1607830,108439,126396,530783,2016,840197,1325,36111,-34786,0,6426,-36489,1293,-98,36620,2312,34308,51943,-4161,2493,4635,72,48904,364972,312849,52122,54739,49099,5640,2969223,-188747,13167,4674,8492,2752,2708,44,306962,25441,49037,23975,1.1,0.3,0,0.1,0,0,0,0.4,0.5,0.1,0.8,0.16,-0.34,-0.44,0,-0.02,0,0.12,0.26,0,
1-Sep-2006,9,4.526,6.816,-2.29,1946109,1491023,455087,0,107031,263013,54575,11080,1617442,75504,1541937,1328565,124922,133020,520351,1951,548321,179506,181986,-2479,0,5158,-34844,-3502,1352,216501,10628,205872,26736,6661,6289,42938,70,-29222,333514,293510,40004,52583,48843,3740,3323178,-357600,-12393,-572,-11820,8759,10610,-1851,391480,-85062,42534,-6503,4.7,3.9,4.3,5.1,0.7,1,0.1,5,1.4,2.5,1.96,2.16,1.56,1.88,0.3,0.4,0,1.96,-0.12,0.92,
1-Oct-2006,10,7.534,4.526,3.008,2025782,1545414,480368,0,111326,280736,57434,12225,1675387,78209,1597178,1501925,240448,187618,544311,2016,527532,154592,160463,-5871,0,5558,-43792,-3409,2028,199765,9874,189891,199167,38276,25541,42436,72,92840,334016,297831,36185,58904,55708,3196,3452241,-131034,-32289,-8898,-23391,17879,20275,-2396,258137,134957,52855,10322,14.5,13.5,16,16.6,5.6,7.8,2.7,11.9,6.5,9.7,-0.1,1.14,2.44,2.62,1.1,2.52,0.48,1.86,0.82,1.32,
1-Nov-2006,11,8.318,7.534,0.784,1974331,1504834,469498,0,107158,283026,64692,11291,1615322,75405,1539917,1622364,413409,256210,554208,1951,396586,72573,94835,-22261,0,5414,-33286,3163,1781,100915,5274,95641,92671,26384,16076,26905,70,23235,339118,291883,47236,69688,64854,4834,3406652,47587,-20269,-9528,-10741,24724,25481,-757,217492,39186,58221,5366,19.2,18.5,22.2,24.7,10.6,14.8,8,19.1,12.1,15.5,-4.08,-1.9,-0.16,0.18,1.06,2.12,-0.06,-1.7,-1.26,-0.54,
1-Dec-2006,12,6.113,8.318,-2.205,2055955,1566091,489865,0,108980,293079,66688,11124,1685065,78661,1606404,1965718,623595,346668,579073,2016,414365,60093,87828,-27735,0,9417,-37867,4750,679,92532,4912,87619,-204036,-147642,-67176,2571,72,8139,383205,331964,51240,71923,67490,4433,3069956,343499,-25317,-25270,-48,26651,27799,-1148,434596,-208587,10806,-47415,27.7,25.8,29.6,32.6,13.5,19.5,14.9,29.2,18,21.9,-6.66,-6.52,-5.64,-3.52,-5.96,-4.64,-2.18,-1.02,-1.34,-4.24,
1-Jan-2007,1,7.74,6.113,1.627,2042882,1208647,495368,169026,169842,323929,55318,11165,1652470,76119,1576351,2306943,803075,431711,621914,2094,448149,67714,-285960,14808,0,59049,33272,-8342,1314,41470,915,40554,296017,89377,34718,42059,78,129785,393140,339699,53441,69221,64344,4878,2382895,683254,32824,18849,13975,13621,14322,-701,11848,419369,-1574,-12380,35.3,32.3,35.7,41.2,16.2,22.8,20.5,34.2,20.4,26.7,-4.92,-4.66,-2.9,1.14,-3.08,-0.96,4.78,6.54,2.92,-0.38,
1-Feb-2007,2,7.533,7.74,-0.207,1878003,1109144,462784,152669,153405,305232,48838,10473,1513461,69716,1443745,2403778,899461,477253,599687,1891,425485,83762,-241326,19013,0,52631,29518,-9228,994,62478,1982,60496,404419,197181,87186,40635,70,79347,372874,328773,44101,56539,51522,5017,1651569,731856,51829,46465,5364,-2227,-1666,-561,-234671,246718,10160,11734,42.9,42.3,47.1,44.9,21.3,27,16.1,25.7,15.9,29.8,5.54,7.44,10.12,7.02,3.3,3.94,0.02,-1.46,-0.4,3.98,
1-Mar-2007,3,7.503,7.533,-0.03,2094555,1256526,499160,169026,169842,323291,55329,12849,1703085,78451,1624634,1967388,616531,354274,578474,2094,416015,100091,-253055,14276,0,57752,32378,-6450,2460,71702,2296,69406,-4777,-9394,1400,-5906,78,9045,401779,314931,86848,77036,72282,4753,1603002,50413,53486,-134,53620,7602,8410,-808,-88735,-149560,-39078,-49238,30.4,27.7,23.3,21.4,9.2,8.9,4.4,16,10.4,15.7,0.28,0.6,-5.06,-7.04,-2.2,-5,-3.44,-3.74,-2.86,-2.98,
1-Apr-2007,4,7.598,7.503,0.095,1994942,1197836,469170,163574,164363,302337,53009,12923,1626673,74931,1551743,1662412,407708,259849,539684,2026,453144,85955,-260711,18730,0,57774,34198,-6927,2557,56127,1616,54512,119110,52212,34162,5544,75,27117,386837,288095,98742,50736,47227,3509,1722741,-119718,54589,14639,39950,5555,7628,-2073,-222535,135321,-38645,433,21.4,19.1,18.1,17.7,7,9,5,12.8,9.7,12.4,3.14,3.8,3.38,4.08,1.86,3.56,2.9,1.04,-0.7,2.28,
1-May-2007,5,7.591,7.598,-0.007,2066642,1273889,453886,169026,169842,280878,51144,12070,1722549,79347,1643202,1414428,215724,168349,521172,2094,507089,110122,-244914,16169,0,58692,28081,-9981,1611,90410,3157,87254,24075,12212,8033,1072,78,2680,380213,285893,94319,62477,58901,3577,2181239,-459540,29678,2630,27048,-80,1933,-2012,-128704,-92123,-27949,10696,7.8,5.8,3.7,2.9,1.2,0.7,0.1,5.6,4.5,3.3,-2.4,-1.74,-4.26,-4.24,-0.72,-1.34,-0.42,-0.36,-0.32,-1.62,
1-Jun-2007,6,6.877,7.591,-0.714,2019862,1237733,454192,163574,164363,287517,53434,12445,1666465,76764,1589702,1413254,137169,134769,510823,2026,628467,81066,-256074,9203,0,57262,31722,-4072,1012,52404,1418,50987,-1880,-3988,502,2725,75,-1193,381470,294883,86587,57309,53960,3349,2582784,-389468,33375,8494,24882,-8399,-6150,-2249,-33863,-78418,-47305,-19356,2.2,1,0.5,0.5,0.1,0,0,1.5,2.1,0.7,-0.36,-0.3,-0.74,-0.5,0,-0.06,0,-0.28,0.2,-0.3,
1-Jul-2007,7,6.191,6.877,-0.686,2053286,1261842,452576,169026,169842,282080,54774,13195,1703237,78458,1624779,1513157,117616,122408,510518,2094,760521,78051,-269090,8273,0,59480,31987,-8234,1374,52924,1419,51505,-102084,2030,495,-1676,78,-103010,418576,320231,98344,70660,66412,4247,2896255,-313605,47651,6857,40794,11786,13145,-1360,117044,-153023,-89245,-41940,0.5,0.3,0.1,0.1,0,0,0,0,0.2,0.1,0.36,0.28,0.02,-0.08,0,0,0,-0.1,-0.02,0.08,
1-Aug-2007,8,5.593,6.191,-0.598,2076235,1272772,464595,169026,169842,295104,56214,12145,1712771,78897,1633875,1741755,112015,127081,531132,2094,969433,86805,-258675,6612,0,58705,34135,-6263,2194,56737,1591,55147,133925,3576,685,349,78,129236,426534,339062,87471,61870,57554,4316,3020799,-126643,61562,26213,35349,7131,8455,-1324,51576,62104,-86128,3118,0.9,0.6,0.2,0.3,0,0,0,0.1,0.5,0.2,0.4,0.4,-0.14,-0.22,0,-0.02,0,-0.26,0.22,0.08,
1-Sep-2007,9,6.36,5.593,0.767,2040241,1251805,460499,163574,164363,297338,56678,11480,1674745,77145,1597600,1446674,116439,127320,517561,2026,683327,94132,-239218,5412,0,57332,34325,2103,400,57303,1641,55663,118109,-8483,-5700,-2790,75,135006,361383,319730,41654,65077,61468,3609,3315434,-298191,27869,26220,1650,12494,12625,-131,-7744,59409,-85958,170,3.1,2.1,2.1,3.2,0.3,0.1,0,3.1,3,1.7,0.16,0.24,-0.54,-0.16,0,-0.38,-0.06,-0.54,1.42,0.1,
1-Oct-2007,10,8.021,6.36,1.661,2122193,1291776,491550,169026,169842,320566,57219,11034,1733373,79846,1653527,1479110,174272,157691,540961,2094,604092,96411,-253638,11182,0,58516,39830,-215,-1191,57986,1637,56349,-22815,-66176,-29927,-3350,78,76560,347224,315286,31939,63576,59996,3580,3565380,-256539,13208,17455,-4246,4672,4288,384,113139,-125505,-69405,16553,9.2,7,8.1,10.5,2.4,4,2.2,9.8,6.8,6,-5.7,-5.86,-6.06,-4.04,-2.1,-1.34,-0.02,-0.72,0.78,-2.68,
1-Nov-2007,11,7.557,8.021,-0.464,2098602,1289592,481074,163574,164363,316308,58186,11794,1712314,78876,1633438,1681149,405477,257247,568218,2026,448180,124271,-215242,11576,0,57205,33282,-6506,503,96992,3471,93521,58785,-7932,1037,14010,75,51594,340607,314068,26539,86458,83249,3209,3442033,121316,1489,22185,-20697,16770,18395,-1625,35381,73729,-94054,-24649,25.6,24,25.5,26.3,11.4,14.8,7.8,18.1,11.2,17.2,2.6,3.44,2.14,0.42,1.26,1.2,-0.64,-2.86,-2.18,0.7,
1-Dec-2007,12,7.483,7.557,-0.074,2176213,1340328,497017,169026,169842,328104,61023,11883,1775203,81773,1693431,2225994,716871,394952,614573,2094,497505,120258,-225763,7152,0,60862,35025,-5665,759,90138,3112,87027,260276,93276,48284,35500,78,83140,396945,376118,20826,101495,97055,4441,2879259,568959,13740,44154,-30414,29572,29565,8,-190697,225460,-121794,-27740,35.9,32.3,36.1,41.5,14,18.5,14.5,31.5,20.2,25.3,1.74,0.06,0.98,5.56,-5.46,-5.76,-2.66,1.58,1.18,-0.72,
1-Jan-2008,1,7.996,7.483,0.513,2155041,1252450,488226,243084,171282,317534,59461,12599,1765447,79730,1685717,2554281,883643,477148,659829,2201,531460,112159,43803,-7142,74058,1440,-6395,4143,1434,112977,3611,109366,247338,80568,45437,37915,107,83311,389651,361237,28414,109302,106460,2842,2055881,823619,-3489,21538,-25027,40081,42116,-2036,-327014,140365,-113736,8058,36.5,33.8,39.3,43.9,19.6,26.7,18.5,32.5,20.6,28.3,-4.24,-3.52,0.24,2.92,0.62,2.94,1.94,4.02,3.02,0.92,
1-Feb-2008,2,9.206,7.996,1.21,2043801,1194793,461375,227401,160231,307865,56178,13663,1666095,75243,1590851,2335770,818272,458833,617738,2059,438868,165798,85649,-1409,74732,6826,2633,7340,3190,152634,5527,147106,-68008,-81189,-18420,18051,168,13383,349660,326061,23599,99374,96635,2738,1464690,592564,-23214,-2712,-20502,42835,45113,-2279,-186879,-139292,-104986,8751,37,34.8,41.4,43.7,15.9,21.4,12.8,27.3,17,26,-2.34,-2.62,1.6,3.7,-3.06,-2.46,-2.98,0.5,0.62,-1.02,
1-Mar-2008,3,9.419,9.206,0.213,2204088,1297482,492241,243084,171282,325325,61605,13094,1804065,81474,1722591,2109623,656262,380467,609930,2201,460763,109533,40956,-6919,74058,1440,2034,6276,245,100980,3023,97957,142235,39731,26193,31456,107,44748,366810,343104,23707,100351,97418,2933,1266066,219472,-34969,28173,-63141,23315,25136,-1820,-336936,169059,-74651,30335,30.3,27.6,30.9,30,11.1,14.5,7.6,20.2,13.6,19.2,-0.28,0,4.02,4.14,0.1,1.88,1.04,1.84,1.36,1.4,
1-Apr-2008,4,10.842,9.419,1.423,2112605,1244781,466825,235243,165756,301479,58271,12626,1740229,78591,1661637,1672724,388459,255171,557357,2130,469607,117663,46945,-2345,71669,1393,-858,5262,-297,113556,3660,109894,10312,-19249,-4678,17673,104,16463,322122,289904,32218,74343,71478,2865,1436402,-190388,-64715,1809,-66524,23607,24251,-644,-286339,-70670,-83829,-9178,17.1,13.5,14.6,18.3,5,6.6,3.1,14.3,11.3,10.5,-2.04,-2.72,-0.5,4.32,-0.7,0.34,0.38,2.08,0.92,-0.14,
1-May-2008,5,11.801,10.842,0.959,2153316,1289355,449596,243084,171282,285483,57467,12449,1797917,81197,1716720,1430242,230229,179744,542602,2201,475467,86674,15466,-4290,74058,1440,4605,6323,379,75368,1850,73518,15814,14505,11395,21430,107,-31622,297154,265557,31597,68981,65493,3489,1839543,-404655,-83059,-20336,-62722,6504,6592,-88,-341696,54885,-79111,4718,10.4,9,8.5,7.9,1.5,1.3,0.4,7.5,6.5,5.5,0.78,2.04,1.86,1.98,-0.2,-0.32,-0.04,1.74,1.98,1.12,
1-Jun-2008,6,13.011,11.801,1.21,2118791,1266631,451160,235243,165756,285764,58638,13391,1760998,79529,1681469,1459015,144313,133735,513401,2130,665436,98929,28898,-3032,71669,1393,-1753,5204,946,94533,2765,91767,45761,7144,-1034,2578,104,36969,286919,253846,33073,61702,57847,3855,2177548,-342397,-94551,-41037,-53514,4393,3887,506,-405236,47071,-84696,-5584,1.1,0.5,0.4,0.9,0,0,0,2.3,2.5,0.7,-1.28,-0.8,-0.74,-0.08,-0.12,-0.06,0,0.54,0.9,-0.2,
1-Jul-2008,7,9.22,13.011,-3.791,2205260,1332342,458553,243084,171282,277253,61122,14161,1852724,83672,1769052,1556011,118416,127749,525607,2201,782039,151974,70500,5977,74058,1440,-4827,6348,966,149487,5214,144273,42854,800,5341,15089,107,21518,322810,291791,31019,63345,59730,3615,2517023,-341639,-95766,-28440,-67325,-7315,-6682,-632,-379232,-28034,-127218,-42522,0,0,0,0,0,0,0,0,0.5,0,-0.18,-0.06,-0.1,-0.18,0,0,0,-0.1,0.28,-0.04,
1-Aug-2008,8,8.28,9.22,-0.94,2193566,1312278,466922,243084,171282,291467,61426,14281,1826392,82483,1743909,1531863,111287,126688,528741,2201,762946,117331,39506,2327,74058,1440,-3637,5212,2136,113621,3586,110034,-209892,-728,-393,-2391,107,-206487,328663,293283,35380,67157,62163,4994,2866164,-350013,-97871,-45779,-52091,5287,4609,678,-154635,-223370,-171490,-44272,0.7,0.3,0.2,0.2,0,0,0,0.4,0.6,0.2,0.1,0.02,-0.16,-0.32,0,-0.02,0,0.06,0.32,0.04,
1-Sep-2008,9,7.44,8.28,-0.84,1919520,1099286,419234,235243,165756,291921,53835,14736,1559028,70408,1488620,1329726,118100,129153,477778,2130,602565,-120721,-152519,-41265,71669,1393,-5417,-2843,3256,-115717,-6737,-108980,-116948,1661,1833,-39783,104,-80762,313868,282101,31767,55330,52197,3133,3160918,-300380,-47515,-37629,-9887,-9747,-9271,-476,-154516,-2189,-201468,-29977,4.4,2.8,2.1,3.5,0.3,0,0.1,3.4,1.4,1.7,1.32,0.78,-0.6,0.08,-0.04,-0.48,0.04,-0.26,-0.48,0.02,
1-Oct-2008,10,6.19,7.44,-1.25,2153389,1267363,471660,243084,171282,317142,66201,15794,1754251,79225,1675027,1488645,218058,185477,537665,2201,545244,31196,-24413,-19890,74058,1440,-3424,8982,4760,20878,-621,21500,9535,43786,27786,-3296,107,-58848,321328,293914,27415,66843,63897,2946,3399381,-242449,-25896,-21372,-4524,3267,3901,-634,-165999,14090,-211406,-9939,15.6,14.3,13.9,13.5,5.7,6.8,2.7,10.5,5.1,9,2.12,2.8,1.32,0.7,1.56,1.6,0.7,0.58,-0.78,1.1,
1-Nov-2008,11,6.39,6.19,0.2,2149851,1267551,481302,235243,165756,314782,62725,14402,1757942,79391,1678551,1714971,433370,275603,546277,2130,457591,51249,-22041,228,71669,1393,-1526,4539,2608,45628,515,45113,33822,27893,18356,-21941,104,9411,320254,297452,22802,90432,87288,3144,3345911,57258,-20353,-16616,-3737,3974,4039,-65,-96122,-64058,-211137,270,25.2,24,26.3,26.8,13.6,17.9,8.8,17.8,9.7,17.8,2.26,3.38,3.3,1.42,3.8,4.86,1.06,-2.56,-3.66,1.6,
